ERG.site,Stn Id,Stn Name,CIMIS Region,Date,Jul,Precip,max.temp,min.temp,avg.temp,RH.max,RH.min,RH.avg,wind.speed
Heart of the Mojave,221,Cadiz Valley,San Bernardino,10/16/2016,290,0,32.1,17.8,24.8,60,22,35,1.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,10/17/2016,291,0,30.1,17.5,23.8,45,28,36,2.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,10/18/2016,292,0,29.8,15.2,21.8,49,15,29,2.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,10/19/2016,293,0,31.7,14.2,23.1,40,8,18,2.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,10/20/2016,294,0,31.6,13.4,23.3,20,9,13,2.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,10/21/2016,295,0,32.8,14.1,23.1,22,11,15,1.5
Heart of the Mojave,221,Cadiz Valley,San Bernardino,10/22/2016,296,0,35,13.4,23.9,48,10,21,1.5
Heart of the Mojave,221,Cadiz Valley,San Bernardino,10/23/2016,297,0,32,18,24.9,39,14,20,2.1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,10/24/2016,298,2.4,27.8,18.5,22.1,86,30,52,2.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,10/25/2016,299,0.2,29.1,14.8,21.5,95,41,69,1.2
Heart of the Mojave,221,Cadiz Valley,San Bernardino,10/26/2016,300,0,31,15.7,23.2,84,32,54,1.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,10/27/2016,301,0,30.3,17.1,23.9,70,31,47,1.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,10/28/2016,302,0,32.2,18,24.6,64,25,41,1.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,10/29/2016,303,0,32.7,16.7,24.4,69,30,45,1.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,10/30/2016,304,0,31.7,18.3,25.5,59,26,40,3.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,10/31/2016,305,0,26,13.7,19.5,63,19,37,2.9
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/01/2016,306,0,25.9,9.2,17.1,54,22,38,2.2
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/02/2016,307,0,28.4,9.9,19.5,56,14,28,2.2
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/03/2016,308,0,30.4,12.8,22,33,14,23,2.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/04/2016,309,0,32.1,14.4,22.7,44,21,29,1.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/05/2016,310,0,31.6,15.6,23.2,42,19,29,1.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/06/2016,311,0,30.4,14.1,21.8,45,20,31,1.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/07/2016,312,0,30.3,13.3,21.5,43,17,27,1.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/08/2016,313,0,32.4,13.4,22.8,35,16,26,1.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/09/2016,314,0,31.7,14.5,22,38,17,27,1.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/10/2016,315,0,29.6,12.1,20.6,39,14,24,1.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/11/2016,316,0,28.7,11.6,19.5,34,17,26,1.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/12/2016,317,0,28.5,11.7,19.4,39,20,28,1.2
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/13/2016,318,0,30.2,12.9,20.1,41,16,28,1.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/14/2016,319,0,31.2,11.9,20.2,36,13,24,1.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/15/2016,320,0,28.9,10.1,19.5,34,15,22,1.2
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/16/2016,321,0,23.5,12.4,17.2,38,19,27,2.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/17/2016,322,0,20.7,10.7,15.5,23,9,15,4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/18/2016,323,0,20.6,6.5,14.1,20,11,16,2.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/19/2016,324,0,21.6,4,14.4,23,11,15,1.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/20/2016,325,0,25.4,10.9,17.8,51,12,21,3.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/21/2016,326,0.3,23,11.4,16.4,76,31,50,2.5
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/22/2016,327,0,21.4,8.1,14.5,63,30,43,1.5
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/23/2016,328,0,22.4,6.2,14.1,55,23,36,1.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/24/2016,329,0,22.2,6.1,14.5,45,12,23,2.5
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/25/2016,330,0,23.6,4.9,12.3,26,12,19,1.2
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/26/2016,331,0,20.5,2.3,11.2,54,14,28,2.1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/27/2016,332,0,18.4,4.9,11.3,65,31,46,3.8
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/28/2016,333,0,16.7,3.2,9.8,62,27,43,1.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/29/2016,334,0,18.9,2.3,11.3,60,14,30,2.5
Heart of the Mojave,221,Cadiz Valley,San Bernardino,11/30/2016,335,0,17.4,1.1,9.5,40,17,26,1.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/01/2016,336,0,18.5,3.1,10.1,39,16,26,1.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/02/2016,337,0,17.7,6,12.1,36,14,21,3.2
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/03/2016,338,0,19.5,1.6,10.7,33,10,18,1.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/04/2016,339,0,23.4,2.7,12.2,26,11,17,1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/05/2016,340,0,19.2,3,11,28,15,21,1.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/06/2016,341,0,20.2,3.8,11.8,36,20,28,1.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/07/2016,342,0,17.6,3.3,10.4,52,15,28,1.8
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/08/2016,343,0,18.2,2.8,10.4,29,13,19,1.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/09/2016,344,0,18.6,4.4,10.6,32,14,22,0.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/10/2016,345,0,21.6,4.5,12.2,46,18,28,1.2
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/11/2016,346,0,24,7.9,15.9,58,27,41,1.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/12/2016,347,0,24.1,8.5,15.4,73,21,43,1.5
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/13/2016,348,0,23.5,8.8,16,45,22,33,1.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/14/2016,349,0,23.8,7.7,15.6,62,33,46,1.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/15/2016,350,0,18.6,8.6,14.4,74,45,55,1.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/16/2016,351,0,26.1,10.6,17.8,61,29,42,6.5
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/17/2016,352,0,15.7,1.9,9.6,33,11,20,3.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/18/2016,353,0,15.1,-1.4,7.2,30,11,17,2.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/19/2016,354,0,16.8,-2.1,7,32,10,17,1.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/20/2016,355,0,18.8,-0.6,8.6,27,10,16,1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/21/2016,356,10,15.1,6.6,9.4,91,13,46,1.2
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/22/2016,357,20.5,10.5,6.7,8.3,97,90,94,1.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/23/2016,358,0,14.6,6.5,11.2,96,80,88,2.9
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/24/2016,359,0.6,14.3,5.3,10.5,86,44,68,3.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/25/2016,360,0,12.8,2.3,6.8,84,29,57,1.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/26/2016,361,0,13.5,0.5,6.6,89,38,61,1.9
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/27/2016,362,0,15.2,0.2,6.6,89,29,59,1.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/28/2016,363,0,18.5,1.1,8,86,26,58,1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/29/2016,364,0,19.2,2.3,10,86,30,60,1.1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/30/2016,365,0.6,14.3,6.1,10.4,89,48,71,1.5
Heart of the Mojave,221,Cadiz Valley,San Bernardino,12/31/2016,366,10.2,17.2,6.2,11.9,93,50,74,1.9
Heart of the Mojave,221,Cadiz Valley,San Bernardino,01/01/2017,1,11.4,16.8,6,11.1,93,53,74,2.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,01/02/2017,2,0,13,8.6,10.9,77,68,72,3.2
Heart of the Mojave,221,Cadiz Valley,San Bernardino,01/03/2017,3,0,12.8,5.7,9.1,94,74,85,1.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,01/04/2017,4,0,16.6,4,9.7,97,62,83,1.1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,01/05/2017,5,0,17,5.4,11.4,97,53,79,2.1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,01/06/2017,6,0,13.6,5.8,9.9,58,23,33,3.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,01/07/2017,7,0.8,11.9,3.7,7.3,82,38,62,1.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,01/08/2017,8,0,16,3.9,9.1,91,45,73,1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,01/09/2017,9,0.4,18.6,7.6,10.9,90,51,79,1.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,01/10/2017,10,0,18.1,4.6,11.1,93,54,77,1.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,01/11/2017,11,0,19.8,5.9,12.3,91,45,70,1.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,01/12/2017,12,0.3,17.5,9,12.6,80,41,65,2.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,1/13/2017,13,6,12.7,7.1,10.3,95,76,88,2.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,1/14/2017,14,0,19.3,6.6,12.1,95,51,75,1.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,1/15/2017,15,0,19.7,7.8,12.5,83,33,62,1.5
Heart of the Mojave,221,Cadiz Valley,San Bernardino,1/16/2017,16,0,18.1,5.1,10.5,90,32,59,1.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,1/17/2017,17,0,18.5,2.7,9.6,84,21,50,1.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,1/18/2017,18,1.2,17.7,3,10.1,83,26,55,1.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,1/19/2017,19,1.4,17.5,8.1,11.8,83,54,72,2.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,1/20/2017,20,3.8,15.3,7.1,10.5,88,54,76,3.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,1/21/2017,21,0,17.7,5.7,11.1,89,30,56,3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,1/22/2017,22,1.5,13.7,8.8,11.5,76,64,70,3.8
Heart of the Mojave,221,Cadiz Valley,San Bernardino,1/23/2017,23,0,15.6,4.9,11.1,79,43,62,3.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,1/24/2017,24,0,14.6,2.4,8,78,26,53,2.5
Heart of the Mojave,221,Cadiz Valley,San Bernardino,1/25/2017,25,0,15.7,0.9,7.7,85,21,50,1.2
Heart of the Mojave,221,Cadiz Valley,San Bernardino,1/26/2017,26,0,14.9,0.8,7.9,80,23,45,1.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,1/27/2017,27,0,14.9,1.1,8.8,67,17,31,3.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,1/28/2017,28,0,18.6,0.2,8.9,74,16,39,1.5
Heart of the Mojave,221,Cadiz Valley,San Bernardino,1/29/2017,29,0,22.5,2.1,11.6,76,14,36,1.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,1/30/2017,30,0,23.5,4.9,13.1,64,16,38,1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,1/31/2017,31,0,22.2,5,12.9,72,21,43,0.8
Heart of the Mojave,221,Cadiz Valley,San Bernardino,02/01/2017,32,0,22.5,5.3,13.5,68,20,41,1.9
Heart of the Mojave,221,Cadiz Valley,San Bernardino,02/02/2017,33,0,20.9,8.5,14,61,25,42,1.1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,02/03/2017,34,0,23.5,8.9,15.5,64,20,40,1.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,02/04/2017,35,0,22.5,7.7,15,80,27,49,1.2
Heart of the Mojave,221,Cadiz Valley,San Bernardino,02/05/2017,36,0,20.7,7.6,14.7,70,30,48,1.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,02/06/2017,37,0,22.4,9.1,15.1,72,34,52,1.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,02/07/2017,38,0,26.8,12.1,19,63,30,46,1.5
Heart of the Mojave,221,Cadiz Valley,San Bernardino,02/08/2017,39,0,26.6,11.5,19.2,82,34,53,1.5
Heart of the Mojave,221,Cadiz Valley,San Bernardino,02/09/2017,40,0.1,27.8,13,20.3,74,30,51,1.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,02/10/2017,41,0.1,26.9,14.5,20.3,82,31,49,1.9
Heart of the Mojave,221,Cadiz Valley,San Bernardino,02/11/2017,42,0,22.9,13.7,18.1,69,32,51,2.9
Heart of the Mojave,221,Cadiz Valley,San Bernardino,02/12/2017,43,0.8,22.3,9.9,16.3,76,34,50,3.1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,2/13/2017,44,0,25.9,9.2,17.7,62,21,35,1.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,2/14/2017,45,0,25.7,11.5,18.8,50,14,24,2.5
Heart of the Mojave,221,Cadiz Valley,San Bernardino,2/15/2017,46,0,25.8,10.9,18,37,15,24,2
Heart of the Mojave,221,Cadiz Valley,San Bernardino,2/16/2017,47,0,26.8,9.1,18.1,47,17,28,2.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,2/17/2017,48,0.1,22.8,16.2,18.9,51,23,33,5.8
Heart of the Mojave,221,Cadiz Valley,San Bernardino,2/18/2017,49,7.1,16.8,11.7,13.2,92,63,84,2.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,2/19/2017,50,1.3,19.8,9.4,14.8,94,53,71,2.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,2/20/2017,51,0.5,21.3,11,16.5,80,47,63,2.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,2/21/2017,52,0.1,23,12,16.6,86,50,70,1.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,2/22/2017,53,0,21.7,9.6,15,89,26,47,4.5
Heart of the Mojave,221,Cadiz Valley,San Bernardino,2/23/2017,54,0,17,6.7,11.6,40,16,27,4.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,2/24/2017,55,0,17.2,1.8,9.6,69,16,37,1.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,2/25/2017,56,0,19.5,2.7,11.6,64,15,35,1.5
Heart of the Mojave,221,Cadiz Valley,San Bernardino,2/26/2017,57,0,18.7,6.9,12.6,66,32,47,1.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,2/27/2017,58,0.3,15.4,6.3,11.7,88,63,76,3.1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,2/28/2017,59,0.3,19.9,7.4,13.5,87,23,42,2.9
Heart of the Mojave,221,Cadiz Valley,San Bernardino,03/01/2017,60,0,22.7,6.3,14.6,56,14,26,2.1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,03/02/2017,61,0,24.8,5.6,16.1,45,11,21,2.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,03/03/2017,62,0,26.5,6.5,16.7,46,11,23,1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,03/04/2017,63,0,26.1,8.5,17.6,52,12,29,2.9
Heart of the Mojave,221,Cadiz Valley,San Bernardino,03/05/2017,64,0,23.6,11.1,17.1,36,13,26,3.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,03/06/2017,65,0,18.1,6.3,12.1,44,13,27,2.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,03/07/2017,66,0,24.8,4.4,14,53,13,26,1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,03/08/2017,67,0,28,8.4,17.9,48,12,24,1.9
Heart of the Mojave,221,Cadiz Valley,San Bernardino,03/09/2017,68,0,31.4,10.6,20.7,50,12,24,1.5
Heart of the Mojave,221,Cadiz Valley,San Bernardino,03/10/2017,69,0,31.2,12.1,21.3,52,13,28,1.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,03/11/2017,70,0,32,13,22.9,47,13,25,1.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,03/12/2017,71,0,33.3,13,23.9,43,12,21,1.9
Heart of the Mojave,221,Cadiz Valley,San Bernardino,3/13/2017,72,0,34.6,13.5,24.4,36,11,20,1.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,3/14/2017,73,0,34.3,14.5,24.1,36,11,21,1.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,3/15/2017,74,0,34.3,17,24.6,30,12,21,1.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,3/16/2017,75,0,32.6,15.1,24.2,39,11,22,1.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,3/17/2017,76,0,32.7,16,24.5,35,13,22,1.9
Heart of the Mojave,221,Cadiz Valley,San Bernardino,3/18/2017,77,0,33.6,15.5,25.4,38,13,21,2.8
Heart of the Mojave,221,Cadiz Valley,San Bernardino,3/19/2017,78,0,35.3,16.3,25.9,39,11,20,2.2
Heart of the Mojave,221,Cadiz Valley,San Bernardino,3/20/2017,79,0,34.8,17.5,25.8,39,9,19,1.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,3/21/2017,80,0,31.3,15.2,23.3,49,14,30,1.9
Heart of the Mojave,221,Cadiz Valley,San Bernardino,3/22/2017,81,0.5,25.7,14.6,19.6,65,26,42,3.8
Heart of the Mojave,221,Cadiz Valley,San Bernardino,3/23/2017,82,0,25,11.7,18.2,45,15,27,4.1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,3/24/2017,83,0,27.5,8.6,18.9,43,13,24,2.1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,3/25/2017,84,0,26.1,13.5,20.3,47,19,30,3.2
Heart of the Mojave,221,Cadiz Valley,San Bernardino,3/26/2017,85,0,27.8,10.8,20.1,53,18,31,1.5
Heart of the Mojave,221,Cadiz Valley,San Bernardino,3/27/2017,86,0,26,14.7,20.2,48,15,27,5.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,3/28/2017,87,0,26.2,14.1,20,28,10,17,4.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,3/29/2017,88,0,30.5,10.8,21.1,31,12,19,0.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,3/30/2017,89,0,32.4,11.5,20.4,34,11,20,5.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,3/31/2017,90,0,24.6,11.2,17.6,35,18,24,4.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,04/01/2017,91,0,28.8,11.3,20.8,48,15,26,3.1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,04/02/2017,92,0,31,12.8,22.6,43,14,24,2.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,04/03/2017,93,0,31.8,13.5,22.9,45,8,22,3.8
Heart of the Mojave,221,Cadiz Valley,San Bernardino,04/04/2017,94,0,27.1,12.2,21.2,33,12,18,2.8
Heart of the Mojave,221,Cadiz Valley,San Bernardino,04/05/2017,95,0,30.6,15,22.8,27,10,14,2.9
Heart of the Mojave,221,Cadiz Valley,San Bernardino,04/06/2017,96,0,33,13.4,24.4,22,9,14,2.1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,04/07/2017,97,1.2,30.5,14.8,21.8,23,9,16,1.2
Heart of the Mojave,221,Cadiz Valley,San Bernardino,04/08/2017,98,0,28.1,14.1,21,32,11,22,4.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,04/09/2017,99,0,24.1,8.5,16.9,40,12,21,2.1
Heart of the Mojave,221,Cadiz Valley,San Bernardino,04/10/2017,100,0,28.2,8.4,18.4,44,8,16,1.4
Heart of the Mojave,221,Cadiz Valley,San Bernardino,04/11/2017,101,0.1,30.6,10.6,21.5,42,9,13,1.8
Heart of the Mojave,221,Cadiz Valley,San Bernardino,04/12/2017,102,0,32,13.9,23.5,32,13,20,1.7
Heart of the Mojave,221,Cadiz Valley,San Bernardino,4/13/2017,103,0,30.8,14.9,22.8,47,13,25,3.6
Heart of the Mojave,221,Cadiz Valley,San Bernardino,4/14/2017,104,0,27.6,13.5,20.2,41,14,24,3.2
Heart of the Mojave,221,Cadiz Valley,San Bernardino,4/15/2017,105,1.9,31.1,11,21.4,47,12,21,1.3
Heart of the Mojave,221,Cadiz Valley,San Bernardino,4/16/2017,106,0,33.4,15.2,24.8,24,10,15,2.2
Heart of the Mojave,221,Cadiz Valley,San Bernardino,4/17/2017,107,0,32.5,14.7,24.5,34,14,21,2
Sheephole Valley,233,Joshua Tree,San Bernardino,11/18/2011,322,0,21.2,4.9,12.9,71,18,38,1.9
Sheephole Valley,233,Joshua Tree,San Bernardino,11/19/2011,323,0,16.8,0.9,8.8,86,33,58,1.7
Sheephole Valley,233,Joshua Tree,San Bernardino,11/20/2011,324,0,15.7,0.5,9.2,88,33,56,1.8
Sheephole Valley,233,Joshua Tree,San Bernardino,11/21/2011,325,0,15.5,2.5,8.8,92,33,63,1.4
Sheephole Valley,233,Joshua Tree,San Bernardino,11/22/2011,326,0,16.9,-1.5,7.2,90,32,58,1.1
Sheephole Valley,233,Joshua Tree,San Bernardino,11/23/2011,327,0,18.7,-0.2,9,74,27,47,1.2
Sheephole Valley,233,Joshua Tree,San Bernardino,11/24/2011,328,0,18.8,3.4,11.1,69,32,48,1.8
Sheephole Valley,233,Joshua Tree,San Bernardino,11/25/2011,329,0,20.8,5.7,12.7,63,18,37,2
Sheephole Valley,233,Joshua Tree,San Bernardino,11/26/2011,330,0,21.1,2.3,11.5,43,13,25,1.5
Sheephole Valley,233,Joshua Tree,San Bernardino,11/27/2011,331,0,20,2.3,10.1,38,12,22,1.2
Sheephole Valley,233,Joshua Tree,San Bernardino,11/28/2011,332,0,22.7,1.4,11,33,10,20,1
Sheephole Valley,233,Joshua Tree,San Bernardino,11/29/2011,333,0,24.7,6.9,13.7,29,9,18,1
Sheephole Valley,233,Joshua Tree,San Bernardino,11/30/2011,334,0,25.6,2.4,12.9,30,11,20,3
Sheephole Valley,233,Joshua Tree,San Bernardino,12/01/2011,335,0,10.4,5,7.7,82,26,46,4.2
Sheephole Valley,233,Joshua Tree,San Bernardino,12/02/2011,336,0,14.1,-0.6,7.3,72,19,43,1.7
Sheephole Valley,233,Joshua Tree,San Bernardino,12/03/2011,337,0,9.4,0.1,4.9,70,17,26,2.8
Sheephole Valley,233,Joshua Tree,San Bernardino,12/04/2011,338,0,12.8,-1.9,4.8,29,12,20,1.5
Sheephole Valley,233,Joshua Tree,San Bernardino,12/05/2011,339,0,9.9,-5.1,4.1,33,16,24,2.4
Sheephole Valley,233,Joshua Tree,San Bernardino,12/06/2011,340,0,11.2,-9,0.5,44,11,22,1
Sheephole Valley,233,Joshua Tree,San Bernardino,12/07/2011,341,0,14.2,-5.9,2.8,29,11,19,1.1
Sheephole Valley,233,Joshua Tree,San Bernardino,12/08/2011,342,0,17.1,-5,5,42,13,25,1
Sheephole Valley,233,Joshua Tree,San Bernardino,12/09/2011,343,0,18.2,-2.6,6,45,14,27,1
Sheephole Valley,233,Joshua Tree,San Bernardino,12/10/2011,344,0,16.7,-2,6.1,39,13,25,1.2
Sheephole Valley,233,Joshua Tree,San Bernardino,12/11/2011,345,0,14.5,-3.3,6.7,48,17,28,1.1
Sheephole Valley,233,Joshua Tree,San Bernardino,12/12/2011,346,0,11.2,0.5,6,96,40,63,1.5
Sheephole Valley,233,Joshua Tree,San Bernardino,12/13/2011,347,0,8.4,-1.2,4.1,97,72,87,1.2
Sheephole Valley,233,Joshua Tree,San Bernardino,12/14/2011,348,0,13.4,-3.9,3.8,93,36,65,1.1
Sheephole Valley,233,Joshua Tree,San Bernardino,12/15/2011,349,0,11.1,-4.2,4.4,88,39,65,1.4
Sheephole Valley,233,Joshua Tree,San Bernardino,12/16/2011,350,0,13.7,2.9,8.5,72,24,40,2.5
Sheephole Valley,233,Joshua Tree,San Bernardino,12/17/2011,351,0,12.9,2,8.4,91,24,50,1.7
Sheephole Valley,233,Joshua Tree,San Bernardino,12/18/2011,352,0,11.5,0.3,5.4,93,59,78,1
Sheephole Valley,233,Joshua Tree,San Bernardino,12/19/2011,353,0,15.7,-1.9,5.8,91,29,58,1.1
Sheephole Valley,233,Joshua Tree,San Bernardino,12/20/2011,354,0,12.9,-1.4,5.5,83,30,50,1.7
Sheephole Valley,233,Joshua Tree,San Bernardino,12/21/2011,355,0,17.9,-3.3,6.6,69,15,36,1.3
Sheephole Valley,233,Joshua Tree,San Bernardino,12/22/2011,356,0,9.5,-2.2,5,40,13,19,2.3
Sheephole Valley,233,Joshua Tree,San Bernardino,12/23/2011,357,0,14.1,-3.8,5.5,23,8,13,2.1
Sheephole Valley,233,Joshua Tree,San Bernardino,12/24/2011,358,0,16.5,-4.3,6.3,26,7,13,1.4
Sheephole Valley,233,Joshua Tree,San Bernardino,12/25/2011,359,0,18.5,-3.2,6.5,32,10,18,0.9
Sheephole Valley,233,Joshua Tree,San Bernardino,12/26/2011,360,0,16.4,-4.8,5.7,32,11,21,1.3
Sheephole Valley,233,Joshua Tree,San Bernardino,12/27/2011,361,0,18.9,-5.8,6,44,10,22,1.1
Sheephole Valley,233,Joshua Tree,San Bernardino,12/28/2011,362,0,21.7,-2.9,8.2,35,9,20,1
Sheephole Valley,233,Joshua Tree,San Bernardino,12/29/2011,363,0,23.9,0.4,11.6,49,12,25,1.1
Sheephole Valley,233,Joshua Tree,San Bernardino,12/30/2011,364,0,21.8,1.3,12.1,65,21,36,1.3
Sheephole Valley,233,Joshua Tree,San Bernardino,12/31/2011,365,0,23,2.8,11.5,38,12,22,1.1
Sheephole Valley,233,Joshua Tree,San Bernardino,01/01/2012,1,0,21.2,1.2,9.9,29,9,18,1.1
Sheephole Valley,233,Joshua Tree,San Bernardino,01/02/2012,2,0,21,0.9,9.9,29,10,19,1.2
Sheephole Valley,233,Joshua Tree,San Bernardino,01/03/2012,3,0,22.5,0.6,10.7,34,11,21,1.1
